dataset_file,n_rows,n_columns_total,n_features_raw,n_features_numeric_raw,n_features_categorical_raw,n_missing_cells,missing_pct,label_column,n_classes,majority_class_fraction,is_binary,n_rows_used_after_cleaning,n_features_used_after_encoding,c1,c2,cls_coef,density,f1.mean,f1v.mean,f2.mean,f3.mean,f4.mean,hubs.mean,l1.mean,l2.mean,l3.mean,lsc,n1,n2.mean,n3.mean,n4.mean,t1,t2,t3,t4,error
parity5.csv,32.0,6.0,5.0,5.0,0.0,0.0,0.0,target,2.0,0.5,True,32.0,5.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,2.220446049250313e-16,0.5,0.46875,0.96875,1.0,0.6666666666666667,1.0,0.4375,1.0,0.15625,0.15625,1.0,
phoneme.csv,5404.0,6.0,5.0,5.0,0.0,0.0,0.0,target,2.0,0.7065136935603257,True,5404.0,5.0,0.8731822577241407,0.29146223026212636,0.3357491972768777,0.8710478716692881,0.92969671483076,0.38637777210748897,0.27080915728373917,0.8776831976313841,0.865099925980755,0.7162810067915125,0.14448204451838775,0.22538860103626945,0.19096965210954853,0.980517180025652,0.19578090303478904,0.24627404418777898,0.09085862324204293,0.34252405625462623,0.2796076980014804,0.000925240562546262,0.000925240562546262,1.0,
postoperative_patient_data.csv,88.0,9.0,8.0,8.0,0.0,0.0,0.0,target,2.0,0.7272727272727273,True,88.0,8.0,0.8453509366224364,0.34246575342465746,0.6318306010928961,0.8897596656217346,0.993012286466463,0.7566841309497382,0.375,0.9772727272727273,0.9659090909090909,0.6388591589373674,0.1989590145642296,0.2727272727272727,0.2727272727272727,0.9790805785123967,0.6022727272727273,,0.4431818181818182,0.3409090909090909,0.5113636363636364,0.09090909090909091,0.06818181818181818,0.75,
prnn_crabs.csv,200.0,8.0,7.0,7.0,0.0,0.0,0.0,target,2.0,0.5,True,200.0,7.0,1.0,0.0,0.23077329249940604,0.9029145728643216,0.9141546135259174,0.01949072481240328,0.383666191217507,0.92,0.605,0.8441875398470752,0.0,0.0,0.15000000000000002,0.957575,0.095,0.25853313708366854,0.025,0.21,0.325,0.035,0.01,0.2857142857142857,
prnn_synth.csv,250.0,3.0,2.0,2.0,0.0,0.0,0.0,target,2.0,0.5,True,250.0,2.0,1.0,0.0,0.2531993242832662,0.8583132530120482,0.7070436553204698,0.18746510489719104,0.30033395298327115,0.756,0.632,0.8211706181591392,0.09234890795913786,0.14400000000000002,0.132,0.931472,0.24,0.26726027027294297,0.128,0.14,0.236,0.008,0.008,1.0,
processed.cleveland.csv,303.0,14.0,13.0,11.0,2.0,0.0,0.0,class,5.0,0.5412541254125413,False,303.0,20.0,0.7950040265746733,0.2698113487157905,0.4475964149918523,0.8970777872489235,0.8800962106923812,0.21823197802655786,,0.8658529150538723,0.46157621653567,0.7092476671956974,0.10162817513974158,0.12403322388658818,0.10807529575108203,0.9798167935605442,0.5742574257425742,0.4722950231571669,0.4521452145214521,0.46534653465346537,0.6237623762376238,0.066006600660066,0.009900990099009901,0.15,
profb.csv,672.0,10.0,9.0,9.0,0.0,0.0,0.0,target,2.0,0.6666666666666666,True,672.0,9.0,0.9182958340544894,0.19999999999999996,0.547639490726028,0.892236179121425,0.9903293114562547,0.7097184580846874,0.5363956198937073,0.9910714285714286,0.9836309523809523,0.66398919606504,0.25000000000000155,0.33333333333333337,0.33333333333333337,0.9962022569444444,0.5997023809523809,0.48047396056759084,0.42857142857142855,0.4166666666666667,0.8690476190476191,0.013392857142857142,0.011904761904761904,0.8888888888888888,
ring.csv,7400.0,21.0,20.0,20.0,0.0,0.0,0.0,target,2.0,0.5048648648648648,True,7400.0,20.0,0.9999317106546881,0.00018931735899940794,0.50763210342091,0.8804342807464851,0.9808850700564904,0.3815150196588049,9.65949178425199e-07,0.9462162162162162,0.5944594594594594,0.7753192948275478,0.15746157848333875,0.23364864864864865,0.18472972972972967,0.985986742147553,0.4872972972972973,0.45622587279713733,0.2766216216216216,0.3312162162162162,0.8713513513513513,0.002702702702702703,0.0025675675675675674,0.95,
saheart.csv,462.0,10.0,9.0,9.0,0.0,0.0,0.0,target,2.0,0.6536796536796536,True,462.0,9.0,0.9307388109871576,0.17263107427827817,0.38124642343443094,0.8813420852466406,0.9446142941046999,0.4239397002901329,0.3589539369768228,0.9502164502164502,0.9090909090909091,0.7805341075152971,0.14751181587414464,0.2683982683982684,0.2142857142857143,0.9895944603736812,0.5151515151515151,0.4660502753130787,0.35714285714285715,0.34415584415584416,0.7619047619047619,0.01948051948051948,0.015151515151515152,0.7777777777777778,
sonar.csv,208.0,61.0,60.0,60.0,0.0,0.0,0.0,target,2.0,0.5336538461538461,True,208.0,60.0,0.9967295890208366,0.009019788311090626,0.440033935164717,0.8688684503901896,0.9585574405973621,0.132899423151282,1.0453393242502734e-06,0.9471153846153846,0.0,0.7391957463146142,0.04802293197662599,0.06730769230769229,0.11057692307692313,0.9653984837278107,0.28846153846153844,0.4132694794292603,0.14903846153846154,0.22115384615384615,0.7403846153846154,0.28846153846153844,0.1346153846153846,0.4666666666666667,
spambase.csv,4601.0,58.0,57.0,57.0,0.0,0.0,0.0,target,2.0,0.6059552271245382,True,4601.0,57.0,0.9673602371807668,0.08595230360311157,0.4834768093553229,0.8272585354790547,0.9666240088697067,0.15806776057207783,2.5331485197231238e-33,0.9087154966311671,0.6153010215170616,0.7325635721977747,0.06911721371038282,0.0662899369702239,0.037817865681373575,0.9939964668482292,0.16148663334057814,0.27142954732708213,0.08802434253423169,0.3549228428602478,0.3066724625081504,0.01238861117148446,0.009128450336883287,0.7368421052631579,
spect.csv,267.0,23.0,22.0,22.0,0.0,0.0,0.0,target,2.0,0.7940074906367042,True,267.0,22.0,0.7337524087989602,0.5138526965331776,0.5556132174842385,0.8606065726113035,0.9494484765644661,0.29592398735387154,0.0,0.8576779026217228,0.7902621722846442,0.6190104188854857,0.10457759216562357,0.1235955056179775,0.11985018726591756,0.9741755390032123,0.3258426966292135,,0.27715355805243447,0.299625468164794,0.1797752808988764,0.08239700374531835,0.06741573033707865,0.8181818181818182,
spectf.csv,349.0,45.0,44.0,44.0,0.0,0.0,0.0,target,2.0,0.7277936962750716,True,349.0,44.0,0.8446127584974168,0.3437674222542526,0.5400111438897519,0.8510852023844812,0.948799499337987,0.28573936203519595,3.602688587345971e-19,0.7220630372492837,0.0,0.6773249758600892,0.08349084162854059,0.11174785100286533,0.11747851002865328,0.9602712621407049,0.3954154727793696,0.24637530332099453,0.1346704871060172,0.19197707736389685,0.5845272206303725,0.12607449856733524,0.06876790830945559,0.5454545454545454,
threeOf9.csv,512.0,10.0,9.0,9.0,0.0,0.0,0.0,target,2.0,0.53515625,True,512.0,9.0,0.9964308234404787,0.009839052535681625,0.5773180549957337,0.8821321550880626,0.9487074635206881,0.22555750665410151,1.0,1.0,1.0,0.6864872429976829,0.11579606925319519,0.17578125,0.1875,0.9950599670410156,0.310546875,0.4739583332896776,0.19921875,0.341796875,0.6484375,0.017578125,0.017578125,1.0,
tic_tac_toe.csv,958.0,10.0,9.0,9.0,0.0,0.0,0.0,target,2.0,0.6534446764091858,True,958.0,9.0,0.9309539862507962,0.17214897430790677,0.5507479235841012,0.9010281346326268,0.9927466413388151,0.7737489808760183,1.0,1.0,1.0,0.7329035360742355,0.2573643410852874,0.3465553235908142,0.3465553235908142,0.9969033433431689,0.3768267223382046,0.49141067407894157,0.2588726513569937,0.32045929018789143,0.5615866388308977,0.009394572025052192,0.009394572025052192,1.0,
tokyo1.csv,959.0,45.0,44.0,44.0,0.0,0.0,0.0,target,2.0,0.6392075078206465,True,959.0,44.0,0.9433390515199497,0.14387721121729213,0.2636772038443551,0.8401105013268432,,0.06623956149695544,,0.64859228362878,0.08342022940563086,0.7382980898575745,0.04863174453911567,0.06360792492179357,0.05735140771637126,0.8939360495650122,0.14285714285714285,0.22728763766774726,0.09176225234619395,0.2773722627737226,0.19603753910323254,0.045881126173096975,0.01251303441084463,0.2727272727272727,
twonorm.csv,7400.0,21.0,20.0,20.0,0.0,0.0,0.0,target,2.0,0.5004054054054055,True,7400.0,20.0,0.999999525775866,1.314827477671976e-06,0.532062426676569,0.8272464869248218,0.8333557258372325,0.058478274102842516,0.004116471385508472,0.9902702702702703,0.8952702702702703,0.8012428935476861,0.01896673382872094,0.020270270270270285,0.006756756756756799,0.9896835098612126,0.08864864864864865,0.43897140592870443,0.054864864864864867,0.20905405405405406,0.7598648648648648,0.002702702702702703,0.0025675675675675674,0.95,
wine.csv,178.0,14.0,13.0,13.0,0.0,0.0,0.0,class,3.0,0.398876404494382,False,178.0,13.0,0.9885547930265093,0.018697406258052607,0.3405912813376828,0.825874436615248,0.5617908022761934,0.02727475206183233,2.035426355208124e-05,0.1532643826761474,0.0,0.7825694480539709,0.0,0.0,0.0,0.8547531877288221,0.0898876404494382,0.3579835927600937,0.03932584269662921,0.011235955056179775,0.33146067415730335,0.07303370786516854,0.0056179775280898875,0.07692307692307693,
wine_smoth_class.csv,178.0,14.0,13.0,13.0,0.0,0.0,0.0,class,3.0,0.398876404494382,False,178.0,13.0,0.9885547930265093,0.018697406258052607,0.3405912813376828,0.825874436615248,0.5617908022761934,0.02727475206183233,2.035426355208124e-05,0.1532643826761474,0.0,0.7825694480539708,0.0,0.0,0.002564102564102555,0.8547531877288221,0.0898876404494382,0.3579835927600937,0.03932584269662921,0.011235955056179775,0.33146067415730335,0.07303370786516854,0.0056179775280898875,0.07692307692307693,
xd6.csv,973.0,10.0,9.0,9.0,0.0,0.0,0.0,target,2.0,0.6690647482014388,True,973.0,9.0,0.9158790625676118,0.20520204366000927,0.5946593919890193,0.8779621805201342,0.9595562258836706,0.2756784928685413,1.0,1.0,1.0,0.606020267566871,0.09150326797386177,0.22096608427543685,0.17368961973278518,0.9949003357877492,0.263103802672148,0.024237752643532853,0.008221993833504625,0.2970195272353546,0.3319630010277492,0.009249743062692703,0.009249743062692703,1.0,
